State,Median Income,Medicare spending per patient,Skilled Nursing Facility,Weighted Efficiency Domain Score,spending
CA,670.3652564,0.678014467,3.405529885,0.389450469,medium
CA,587.5235898,0.614050838,2.512276145,0.778900939,medium
CA,457.7402564,0.844319902,6.09738725,0.389450469,high
CA,709.7819231,0.748374459,5.775443715,0,medium
CA,662.2902564,0.735581733,4.117341459,0.389450469,medium
CA,618.6652564,0.575672661,1.826517804,1.947252347,medium
CA,636.6402564,0.761167185,4.691443082,0,medium
CA,655.9652564,0.68441083,4.529540841,0,medium
CA,361.3652564,0.556483572,2.318737834,2.726153286,medium
CA,581.0485898,0.690807193,3.581389215,0,medium
CA,306.6235898,0.607654475,2.046109349,0.778900939,medium
CA,831.1235898,0.626843564,3.600929141,0.778900939,medium
CA,916.3735898,0.511709032,1.357559591,3.894504694,low
CA,274.7402564,0.562879935,2.445282114,0.602647723,medium
CA,784.4902564,0.505312669,1.515739941,3.894504694,low
CA,715.7319231,0.678014467,4.324836859,0,medium
CA,267.5569231,0.402970863,0,0.602647723,low
CA,723.2819231,0.646032653,2.667665076,0,medium
CA,592.7652564,0.665221741,2.216385843,0,medium
CA,676.2152564,0.607654475,3.046367443,0.778900939,medium
CA,858.2819231,0.607654475,3.877279516,0.778900939,medium
CA,281.7652564,0.671618104,3.934968821,0,medium
CA,100.6319231,0.439177239,1.980251377,0.602647723,low
CA,281.7652564,0.869905354,10.77859513,0,high
CA,792.4152564,0.326214508,1.81442166,0.602647723,low
CA,361.3652564,0.550087209,3.068698787,3.505054225,medium
CA,724.6402564,0.498916306,0.870922397,0.602647723,low
CA,670.3652564,0.652429015,2.628585225,0,medium
CA,502.5735898,0.658825378,3.679088843,0,medium
CA,472.9152564,0.537294483,2.586713956,3.115603755,low
CA,622.9235898,0.620447201,4.211319196,0.778900939,medium
CA,966.9402564,0.652429015,3.273402769,0,medium
CA,523.6402564,0.569276298,3.782371307,1.557801878,medium
CA,249.8152564,0.620447201,1.346393919,0.778900939,medium
CA,400.8319231,0.556483572,0.804858839,2.225431254,medium
CA,685.9235898,0.620447201,2.829567317,0.778900939,medium
CA,370.4985898,0.722789007,5.470248687,0,medium
CA,343.8819231,0.550087209,0.392659457,3.894504694,medium
CA,366.5069231,0.562879935,1.579942553,2.336702817,medium
CA,680.3735898,0.537294483,1.449676383,3.115603755,low
CA,709.1485898,0.614050838,1.097957722,0,medium
CA,405.4735898,0.671618104,0.816954983,3.338146881,medium
CA,428.6152564,0.524501758,1.793020789,3.894504694,low
CA,412.4485898,0.607654475,1.129593792,1.168351408,medium
CA,520.3902564,0.582069024,2.179166937,2.225431254,medium
CA,344.4985898,0.748374459,5.969912498,0,medium
CA,680.3735898,0.626843564,0.736934336,0.389450469,medium
CA,594.3569231,0.844319902,4.419745069,0,high
CA,466.8819231,0.646032653,2.231273405,0,medium
CA,466.8819231,0.722789007,3.241766699,0,medium
CA,369.5319231,0.793148999,3.954508746,0,high
CA,333.1985898,0.671618104,2.59136632,0,medium
CA,591.9569231,0.63963629,2.836080625,0,medium
CA,643.0402564,0.722789007,5.44326498,0,medium
CA,426.5319231,0.72918537,5.327886372,0.778900939,medium
CA,812.3985898,0.671618104,2.513206617,1.112715627,medium
CA,724.4735898,0.678014467,3.831686357,0,medium
CA,488.2902564,0.77395991,3.770275162,0,high
CA,585.7819231,0.48612358,0.467097268,3.894504694,low
CA,643.0402564,0.439177239,1.980251377,0.602647723,low
CA,923.8485898,0.550087209,0,0.602647723,medium
CA,702.4402564,0.678014467,4.946392587,0.389450469,medium
CA,646.5735898,0.709996282,5.607958638,0,medium
CA,437.1485898,0.709996282,4.199223052,0,medium
CA,791.3069231,0.492519943,1.693460216,3.894504694,low
CA,713.5485898,0.652429015,3.75910949,0,medium
CA,365.9819231,0.850716265,6.257428545,0,high
CA,400.8319231,0.614050838,2.648125151,0.389450469,medium
CA,610.2069231,0.543690846,2.163348902,5.563578135,low
CA,375.3735898,0.601258112,2.214524898,2.225431254,medium
CA,583.6735898,0.498916306,1.300800759,3.894504694,low
CA,793.3152564,0.626843564,2.85189866,0.556357814,medium
CA,670.1485898,0.620447201,1.581803498,0,medium
CA,508.6319231,0.805941725,5.632150927,0,high
CA,634.1569231,0.460538129,1.441302129,3.894504694,low
CA,462.6735898,0.601258112,3.147788962,1.168351408,medium
CA,717.9069231,0.439177239,1.980251377,0.602647723,low
CA,350.2985898,0.439177239,1.980251377,0.602647723,low
CA,324.7069231,0.439177239,1.980251377,0.602647723,low
CA,333.1652564,0.439177239,1.980251377,0.602647723,low
CA,325.1402564,0.439177239,1.980251377,0.602647723,low
CA,477.1152564,0.439177239,1.980251377,0.602647723,low
CA,274.3319231,0.439177239,1.980251377,0.602647723,low
CA,325.8902564,0.439177239,1.980251377,0.602647723,low
CA,365.8819231,0.439177239,1.980251377,0.602647723,low
CA,346.3152564,0.439177239,1.980251377,0.602647723,low
CA,320.9985898,0.439177239,1.980251377,0.602647723,low
CA,244.5319231,0.439177239,1.980251377,0.602647723,low
CA,385.1985898,0.439177239,1.980251377,0.602647723,low
CA,295.5735898,0.439177239,1.980251377,0.602647723,low
CA,231.0652564,0.439177239,1.980251377,0.602647723,low
CA,328.9319231,0.439177239,1.980251377,0.602647723,low
CA,377.3069231,0.439177239,1.980251377,0.602647723,low
CA,451.3152564,0.439177239,1.980251377,0.602647723,low
CA,540.5569231,0.439177239,1.980251377,0.602647723,low
CA,264.9985898,0.439177239,1.980251377,0.602647723,low
CA,419.1152564,0.439177239,1.980251377,0.602647723,low
CA,339.7319231,0.439177239,1.980251377,0.602647723,low
CA,28.02358977,0.439177239,1.980251377,0.602647723,low
CA,383.2319231,0.439177239,1.980251377,0.602647723,low
CA,590.3985898,0.439177239,1.980251377,0.602647723,low
CA,326.7069231,0.439177239,1.980251377,0.602647723,low
CA,582.0652564,0.439177239,1.980251377,0.602647723,low
CA,424.8402564,0.439177239,1.980251377,0.602647723,low
CA,457.3152564,0.439177239,1.980251377,0.602647723,low
CA,906.1485898,0.439177239,1.980251377,0.602647723,low
CA,350.2985898,0.439177239,1.980251377,0.602647723,low
CO,231.4819231,0.626843564,3.530213219,0.778900939,medium
CO,388.8735898,0.620447201,2.463891567,0.778900939,medium
CO,547.3485898,0.626843564,3.235253391,1.112715627,medium
CO,392.2902564,0.614050838,1.672059345,0.778900939,medium
CO,278.4319231,0.626843564,4.93708786,1.112715627,medium
CO,397.9569231,0.626843564,3.093821548,0.389450469,medium
CO,468.7819231,0.601258112,2.993330503,1.168351408,medium
CO,273.4235898,0.588465387,3.111500529,2.336702817,medium
CO,240.3652564,0.652429015,3.631634738,0,medium
CO,458.7735898,0.594861749,2.239647659,1.557801878,medium
CO,419.0069231,0.646032653,2.811888337,0,medium
CO,635.1069231,0.652429015,3.725612475,0,medium
CO,278.4069231,0.588465387,3.504159985,2.726153286,medium
CO,155.3985898,0.601258112,2.276866565,1.557801878,medium
CO,326.1569231,0.658825378,2.983095304,0,medium
CO,385.9680787,0.633239927,2.537398906,0,medium
CO,260.1819231,0.614050838,1.548306483,0.778900939,medium
CO,617.0402564,0.614050838,2.654638459,0.778900939,medium
CO,419.0069231,0.601258112,2.810027391,2.336702817,medium
CO,538.5235898,0.614050838,2.393175646,0.389450469,medium
CO,376.1569231,0.646032653,3.167328887,0.389450469,medium
CO,537.4235898,0.620447201,3.172911723,0.778900939,medium
CO,743.6235898,0.652429015,3.534865583,0,medium
CO,333.0902564,0.556483572,3.128249036,2.726153286,medium
CO,392.7069231,0.415763588,0.291237938,0.602647723,low
CO,362.5902564,0.614050838,4.155490838,1.66907344,medium
CO,559.8319231,0.588465387,1.791159844,2.225431254,medium
CO,290.9319231,0.588465387,3.768414217,1.168351408,medium
CO,524.2652564,0.620447201,2.57740923,0,medium
CO,389.9402564,0.633239927,2.76722565,0.389450469,medium
CO,364.1235898,0.582069024,2.903074656,1.947252347,medium
CO,386.3652564,0.63963629,3.008218065,0,medium
CO,349.8485898,0.601258112,3.537657001,1.112715627,medium
CO,605.7735898,0.620447201,1.613439568,0.556357814,medium
CO,328.6819231,0.671618104,4.187126908,0,medium
CO,762.3819231,0.607654475,3.107778638,1.112715627,medium
CO,599.1069231,0.620447201,3.202686848,0.778900939,medium
CO,488.4152564,0.439177239,1.980251377,0.602647723,low
CO,866.7652564,0.626843564,3.171981251,0.389450469,medium
CO,692.1069231,0.658825378,3.930316457,0,medium
CO,789.8152564,0.63963629,4.014989468,0,medium
CO,586.4985898,0.607654475,2.825845426,0.778900939,medium
CO,458.7735898,0.588465387,1.441302129,2.225431254,medium
CO,681.3319231,0.652429015,2.648125151,0,medium
CO,538.5235898,0.671618104,2.40527179,0,medium
CO,635.1069231,0.575672661,1.748358102,3.338146881,medium
CO,858.8985898,0.620447201,1.979115318,0.602647723,medium
CO,334.0735898,0.439177239,1.980251377,0.602647723,low
CO,307.2902564,0.439177239,1.980251377,0.602647723,low
CO,346.2235898,0.439177239,1.980251377,0.602647723,low
CO,365.6152564,0.439177239,1.980251377,0.602647723,low
CO,370.0319231,0.439177239,1.980251377,0.602647723,low
CO,310.9735898,0.439177239,1.980251377,0.602647723,low
CO,545.9235898,0.439177239,1.980251377,0.602647723,low
CO,294.9819231,0.439177239,1.980251377,0.602647723,low
CO,685.0902564,0.439177239,1.980251377,0.602647723,low
CO,313.5402564,0.439177239,1.980251377,0.602647723,low
CO,257.6902564,0.439177239,1.980251377,0.602647723,low
CO,448.0152564,0.439177239,1.980251377,0.602647723,low
CO,347.9069231,0.439177239,1.980251377,0.602647723,low
CO,456.7235898,0.439177239,1.980251377,0.602647723,low
CO,315.7819231,0.439177239,1.980251377,0.602647723,low
CO,235.8319231,0.439177239,1.980251377,0.602647723,low
CO,567.9819231,0.439177239,1.980251377,0.602647723,low
CO,483.0235898,0.439177239,1.980251377,0.602647723,low
CO,375.1402564,0.439177239,1.980251377,0.602647723,low
CO,265.9819231,0.439177239,1.980251377,0.602647723,low
CO,529.2152564,0.439177239,1.980251377,0.602647723,low
CO,3.756923105,0.439177239,1.980251377,0.602647723,low
CO,565.7985898,0.439177239,1.980251377,0.602647723,low
CO,352.8402564,0.439177239,1.980251377,0.602647723,low
CO,479.4652564,0.439177239,1.980251377,0.602647723,low
CO,260.1819231,0.439177239,1.980251377,0.602647723,low
CT,253.0735898,0.665221741,4.07547019,0.389450469,medium
CT,449.3235898,0.678014467,5.398602293,0,medium
CT,584.1985898,0.607654475,4.241094321,1.168351408,medium
CT,385.9680787,0.658825378,4.361125292,0,medium
CT,385.9680787,0.665221741,4.050347429,0,medium
CT,362.5985898,0.671618104,4.139672803,0,medium
CT,559.7152564,0.646032653,4.595604399,0.389450469,medium
CT,317.0152564,0.665221741,4.072678772,0,medium
CT,414.5652564,0.652429015,4.6942345,0,medium
CT,535.8985898,0.63963629,3.921011731,1.168351408,medium
CT,725.7235898,0.652429015,5.220882017,0,medium
CT,352.1402564,0.671618104,4.834735869,0,medium
CT,481.7652564,0.63963629,4.071748299,0.778900939,medium
CT,1145.440256,0.626843564,3.805633123,0.389450469,medium
CT,632.3485898,0.671618104,4.257842829,0,medium
CT,510.3902564,0.633239927,3.972187726,0,medium
CT,328.0569231,0.614050838,4.49046099,0.778900939,medium
CT,385.9680787,0.658825378,3.422278393,0,medium
CT,459.5652564,0.665221741,4.246677157,0,medium
CT,385.9680787,0.63963629,3.887514716,0,medium
CT,532.2569231,0.633239927,4.151768947,1.168351408,medium
CT,451.2819231,0.697203556,4.575134001,0,medium
CT,497.4985898,0.709996282,5.130626171,0,medium
CT,182.9069231,0.665221741,4.422536487,0,medium
CT,473.0485898,0.658825378,4.385317581,0,medium
CT,575.3735898,0.652429015,4.072678772,0,medium
CT,385.9680787,0.614050838,3.762831381,0.778900939,medium
CT,757.9652564,0.633239927,3.798189342,0.389450469,medium
CT,614.6402564,0.626843564,4.028946558,4.673405633,medium
CT,818.4152564,0.614050838,7.112532907,0.602647723,medium
CT,236.6402564,0.439177239,1.980251377,0.602647723,low
DE,385.9680787,0.63963629,3.135692817,0,medium
DE,383.3319231,0.678014467,3.934038348,0,medium
DE,414.4235898,0.658825378,2.913309855,0,medium
DE,378.6569231,0.652429015,3.324578765,0,medium
DE,453.7735898,0.626843564,3.050089334,0.389450469,medium
DE,442.5819231,0.626843564,2.222899152,0.389450469,medium
DC,500.4235898,0.626843564,2.191263082,0.778900939,medium
DC,385.9680787,0.594861749,1.458981109,1.557801878,medium
DC,490.9652564,0.646032653,2.129851887,0.389450469,medium
DC,1154.715256,0.614050838,2.622071917,0.778900939,medium
DC,450.6235898,0.63963629,3.022175155,0.389450469,medium
DC,284.8569231,0.678014467,2.558799777,0,medium
DC,488.1152564,0.620447201,2.304780745,0.389450469,medium
DC,488.1152564,0.439177239,1.980251377,0.602647723,low
FL,198.6485898,0.646032653,2.674178385,0,medium
FL,345.3319231,0.716392644,3.555335981,0,medium
FL,448.6069231,0.652429015,3.08730824,0,medium
FL,465.3235898,0.658825378,2.83421968,0,medium
FL,605.7485898,0.646032653,2.124269051,0,medium
FL,177.8902564,0.68441083,2.877021422,0,medium
FL,332.9985898,0.63963629,2.497388582,0,medium
FL,385.9680787,0.620447201,3.183146922,0.389450469,medium
FL,212.1152564,0.652429015,4.177822181,0.389450469,medium
FL,769.6569231,0.652429015,2.829567317,0,medium
FL,297.7402564,0.68441083,3.361797671,0,medium
FL,177.8902564,0.658825378,2.184749773,0.389450469,medium
FL,283.2902564,0.658825378,3.789815088,0,medium
FL,438.3319231,0.646032653,3.192451649,0,medium
FL,298.1402564,0.671618104,2.189402136,0,medium
FL,389.0902564,0.652429015,3.657687972,0,medium
FL,231.7402564,0.72918537,3.454844935,0.389450469,medium
FL,531.3985898,0.678014467,4.068026409,0,medium
FL,243.1152564,0.703599919,4.385317581,0.389450469,medium
FL,721.3485898,0.697203556,2.584853011,0,medium
FL,328.4485898,0.697203556,3.902402278,0,medium
FL,475.3902564,0.671618104,2.622071917,0,medium
FL,546.6902564,0.658825378,2.426672661,0,medium
FL,270.4819231,0.652429015,3.088238713,0.389450469,medium
FL,392.6485898,0.697203556,5.448847816,0,medium
FL,385.9680787,0.671618104,3.058463588,0,medium
FL,368.7485898,0.665221741,4.07547019,0,medium
FL,329.3319231,0.633239927,2.901213711,0,medium
FL,449.4902564,0.646032653,3.338535854,0,medium
FL,400.0819231,0.575672661,2.548564578,4.673405633,medium
FL,266.1985898,0.665221741,3.252932371,0.389450469,medium
FL,290.7152564,0.697203556,4.956627786,0,medium
FL,516.0235898,0.620447201,2.449004005,1.168351408,medium
FL,307.1652564,0.703599919,4.1703784,0,medium
FL,295.8319231,0.697203556,3.023105627,0,medium
FL,626.4985898,0.601258112,2.635098534,0.778900939,medium
FL,407.9235898,0.671618104,4.669111738,0.389450469,medium
FL,345.1902564,0.63963629,3.374824288,0,medium
FL,345.0485898,0.671618104,3.464149662,0,medium
FL,280.1569231,0.716392644,3.236183863,0,medium
FL,302.9152564,0.678014467,3.981492453,0,medium
FL,279.0735898,0.652429015,2.984956249,0,medium
FL,297.1735898,0.678014467,3.181285977,0,medium
FL,371.1402564,0.671618104,3.343188218,0,medium
FL,333.0819231,0.665221741,1.89165089,0.389450469,medium
FL,328.6319231,0.671618104,4.496043826,0,medium
FL,500.6902564,0.678014467,2.527163707,0,medium
FL,385.9680787,0.68441083,3.659548917,0,medium
FL,332.8485898,0.671618104,3.274333242,0,medium
FL,404.7069231,0.697203556,3.711655385,0,medium
FL,301.8235898,0.658825378,3.887514716,0.973626174,medium
FL,352.6152564,0.646032653,3.175703141,0.389450469,medium
FL,363.7319231,0.665221741,3.455775408,0.389450469,medium
FL,429.7319231,0.678014467,3.400877522,0.389450469,medium
FL,360.8652564,0.697203556,2.826775899,0.389450469,medium
FL,414.0735898,0.658825378,3.298525531,0.389450469,medium
FL,511.2819231,0.678014467,3.186868813,0,medium
FL,228.3985898,0.652429015,3.128249036,0,medium
FL,265.9985898,0.671618104,3.149649907,0,medium
FL,212.8402564,0.665221741,1.837683476,0,medium
FL,316.9735898,0.665221741,2.331764451,0,medium
FL,295.6902564,0.607654475,2.48622291,1.947252347,medium
FL,355.9319231,0.68441083,4.181544072,0,medium
FL,385.9680787,0.671618104,3.615816703,0,medium
FL,310.6235898,0.671618104,3.794467451,0,medium
FL,385.9680787,0.63963629,2.287101764,0,medium
FL,498.6985898,0.697203556,3.770275162,0.778900939,medium
FL,392.1819231,0.646032653,3.336674909,0,medium
FL,385.9680787,0.633239927,3.916359368,0.778900939,medium
FL,435.5402564,0.63963629,3.052880752,0,medium
FL,390.9985898,0.620447201,3.051950279,0.778900939,medium
FL,361.5569231,0.646032653,1.368725263,0.778900939,medium
FL,374.4069231,0.735581733,4.10710626,0,medium
FL,338.0902564,0.671618104,3.469732497,0,medium
FL,494.6735898,0.646032653,2.214524898,0,medium
FL,222.8569231,0.588465387,1.213336331,1.557801878,medium
FL,579.9319231,0.690807193,3.029618936,0.389450469,medium
FL,342.3485898,0.671618104,3.630704265,0,medium
FL,507.3902564,0.658825378,2.986817194,0,medium
FL,398.2152564,0.652429015,3.190590704,0.389450469,medium
FL,471.4069231,0.614050838,2.404341318,0.389450469,medium
FL,389.3069231,0.646032653,3.94892591,0.389450469,medium
FL,439.2069231,0.601258112,2.0851892,0.778900939,medium
FL,519.5485898,0.620447201,1.905607979,0.389450469,medium
FL,530.3235898,0.658825378,2.124269051,0,medium
FL,212.8402564,0.665221741,3.265958988,0.389450469,medium
FL,306.7819231,0.646032653,3.406460358,0.389450469,medium
FL,423.7069231,0.652429015,2.933780253,0,medium
FL,449.6902564,0.690807193,4.0615131,0,medium
FL,535.2152564,0.690807193,2.058205493,0,medium
FL,584.6069231,0.671618104,3.509742821,0,medium
FL,256.1985898,0.690807193,3.809355013,0,medium
FL,385.9680787,0.614050838,2.952389706,1.168351408,medium
FL,585.9902564,0.671618104,2.908657492,0,medium
FL,385.9680787,0.63963629,3.318065456,0.778900939,medium
FL,414.0069231,0.709996282,3.109639583,0,medium
FL,423.0069231,0.68441083,4.972445821,0.389450469,medium
FL,530.3235898,0.678014467,3.078003513,0.389450469,medium
FL,540.7235898,0.709996282,3.724682002,0,medium
FL,365.8152564,0.703599919,2.685344057,0.389450469,medium
FL,394.4819231,0.703599919,3.338535854,0,medium
FL,523.8069231,0.68441083,4.290409371,0,medium
FL,500.6902564,0.697203556,3.803772177,0,medium
FL,483.1735898,0.646032653,2.748616197,0,medium
FL,587.9319231,0.68441083,3.385059487,0,medium
FL,499.0319231,0.665221741,2.317807362,0,medium
FL,410.3402564,0.646032653,3.51625613,0.389450469,medium
FL,385.9680787,0.665221741,3.321787347,0,medium
FL,458.4402564,0.690807193,4.277382754,0,medium
FL,385.9680787,0.633239927,1.531557976,0,medium
FL,521.2069231,0.665221741,3.265958988,0,medium
FL,424.8485898,0.652429015,3.011009483,0,medium
FL,367.5152564,0.703599919,3.18593834,0.389450469,medium
FL,483.4319231,0.690807193,3.89961086,0.389450469,medium
FL,527.5152564,0.697203556,2.628585225,0.389450469,medium
FL,423.4402564,0.614050838,1.317549267,0.778900939,medium
FL,391.4152564,0.63963629,2.598810101,0.389450469,medium
FL,249.4485898,0.671618104,3.857739591,0.389450469,medium
FL,339.2152564,0.703599919,5.363244332,1.168351408,medium
FL,332.8485898,0.671618104,3.503229513,0,medium
FL,307.3402564,0.678014467,4.214110614,0.389450469,medium
FL,374.0402564,0.671618104,4.601187235,0,medium
FL,177.8902564,0.439177239,1.980251377,0.602647723,low
FL,427.6152564,0.68441083,2.604392937,0,medium
FL,489.0235898,0.652429015,3.369241452,0,medium
FL,412.3735898,0.658825378,3.08730824,0,medium
FL,242.0152564,0.690807193,2.380149029,0,medium
FL,345.7985898,0.716392644,4.054999792,0,medium
FL,330.2569231,0.68441083,3.719099167,0,medium
FL,356.3652564,0.614050838,2.593227265,1.557801878,medium
FL,597.0652564,0.652429015,3.331092073,0,medium
FL,507.3902564,0.697203556,3.124527146,0,medium
